ShapedRewardPerEpisode,ShapedRewardCumulative,Pysc2RewardPerEpisode,Pysc2RewardCumulative,MeanLossPerEpisode,Epsilon,MergeDummy
197.6658489704132,1628834.5499087125,21,173071,1.8677407637984363e+24,0.0,0
229.0753971338272,1629063.6253058463,24,173095,1.817035131910639e+24,0.0,0
207.8454434275627,1629271.470749274,22,173117,1.6257439811333399e+24,0.0,0
207.53551714122295,1629479.0062664151,22,173139,1.7764662741217214e+24,0.0,0
186.7273460328579,1629665.733612448,20,173159,1.9133058069275677e+24,0.0,0
187.24028250575066,1629852.9738949537,20,173179,1.7268112419549972e+24,0.0,0
175.55801986157894,1630028.5319148153,19,173198,1.6954579739827782e+24,0.0,0
218.49432653188705,1630247.0262413472,23,173221,1.7888766094276857e+24,0.0,0
218.64242215454578,1630465.6686635017,23,173244,1.795618173810686e+24,0.0,0
208.00456412136555,1630673.673227623,22,173266,1.8676309480251225e+24,0.0,0
207.96044492721558,1630881.6336725503,22,173288,1.9588673912921853e+24,0.0,0
186.34381440281868,1631067.9774869531,20,173308,1.6947454684929312e+24,0.0,0
219.1005788296461,1631287.0780657828,23,173331,1.6263763585786167e+24,0.0,0
196.6952741444111,1631483.7733399272,21,173352,1.7250010110775764e+24,0.0,0
197.95799185335636,1631681.7313317806,21,173373,1.823482989540341e+24,0.0,0
239.19280894100666,1631920.9241407216,25,173398,1.787372479209738e+24,0.0,0
229.70887702703476,1632150.6330177486,24,173422,1.8140667913818407e+24,0.0,0
186.61147896945477,1632337.244496718,20,173442,1.806196372730642e+24,0.0,0
186.98113606870174,1632524.2256327868,20,173462,1.7014416365916878e+24,0.0,0
198.11437253654003,1632722.3400053233,21,173483,1.7816493768608696e+24,0.0,0
229.16654466092587,1632951.5065499842,24,173507,1.9585334764014135e+24,0.0,0
186.65371623635292,1633138.1602662206,20,173527,1.8314880117772024e+24,0.0,0
197.46890778839588,1633335.629174009,21,173548,1.8328328947123263e+24,0.0,0
197.71199549734592,1633533.3411695063,21,173569,1.790972764838249e+24,0.0,0
228.8107389509678,1633762.1519084573,24,173593,1.7114531745921294e+24,0.0,0
197.93860660493374,1633960.0905150622,21,173614,1.966126040970002e+24,0.0,0
239.12549030780792,1634199.21600537,25,173639,1.8137830285765193e+24,0.0,0
218.72339913249016,1634417.9394045025,23,173662,1.7146892811403727e+24,0.0,0
238.80689272284508,1634656.7462972254,25,173687,1.9260079754893856e+24,0.0,0
218.24535916745663,1634874.9916563928,23,173710,1.7427476435676134e+24,0.0,0
197.77934855222702,1635072.771004945,21,173731,1.703991898959878e+24,0.0,0
186.49041517078876,1635259.2614201158,20,173751,1.8489874867196894e+24,0.0,0
207.9144171178341,1635467.1758372337,22,173773,1.9397211120955556e+24,0.0,0
218.66457565128803,1635685.840412885,23,173796,1.806002393687492e+24,0.0,0
229.62293201684952,1635915.4633449018,24,173820,1.8796557752029838e+24,0.0,0
196.6807198524475,1636112.1440647542,21,173841,1.9121615323342454e+24,0.0,0
175.58438484370708,1636287.728449598,19,173860,1.9722813447679098e+24,0.0,0
186.68088486790657,1636474.4093344659,20,173880,1.890502172487949e+24,0.0,0
208.02941749989986,1636682.4387519658,22,173902,1.8007864326854625e+24,0.0,0
198.11418515443802,1636880.5529371202,21,173923,1.7805473280176535e+24,0.0,0
197.21181578934193,1637077.7647529095,21,173944,1.6673617092610736e+24,0.0,0
175.86249497532845,1637253.6272478849,19,173963,1.8012063843435155e+24,0.0,0
207.98256415128708,1637461.6098120362,22,173985,1.8873081475746237e+24,0.0,0
186.3985091894865,1637648.0083212256,20,174005,1.824647584375182e+24,0.0,0
187.20730873942375,1637835.215629965,20,174025,1.66645796291665e+24,0.0,0
186.491546317935,1638021.707176283,20,174045,1.8048859333254683e+24,0.0,0
176.02302688360214,1638197.7302031666,19,174064,1.949196685711543e+24,0.0,0
228.71196748316288,1638426.4421706498,24,174088,1.9189042496387505e+24,0.0,0
219.17250284552574,1638645.6146734953,23,174111,1.8517213518374884e+24,0.0,0
197.13466462492943,1638842.7493381202,21,174132,1.7379824748738852e+24,0.0,0
207.5163856446743,1639050.265723765,22,174154,1.8317919507088544e+24,0.0,0
197.64069579541683,1639247.9064195603,21,174175,1.8941857566951677e+24,0.0,0
