reward per epoch,cumulative reward
1,139.0
1,140.0
1,141.0
2,143.0
1,144.0
2,146.0
4,150.0
1,151.0
1,152.0
0,152.0
0,152.0
1,153.0
2,155.0
0,155.0
1,156.0
0,156.0
1,157.0
1,158.0
0,158.0
1,159.0
2,161.0
5,166.0
2,168.0
0,168.0
1,169.0
0,169.0
2,171.0
2,173.0
3,176.0
0,176.0
0,176.0
1,177.0
1,178.0
1,179.0
0,179.0
3,182.0
3,185.0
2,187.0
2,189.0
2,191.0
2,193.0
0,193.0
1,194.0
3,197.0
0,197.0
1,198.0
0,198.0
1,199.0
1,200.0
1,201.0
2,203.0
0,203.0
0,203.0
0,203.0
0,203.0
1,204.0
1,205.0
2,207.0
3,209.0
0,209.0
2,211.0
0,211.0
1,212.0
0,212.0
0,212.0
2,214.0
0,214.0
3,217.0
2,219.0
0,219.0
3,222.0
1,223.0
1,224.0
1,225.0
1,226.0
2,228.0
1,229.0
2,231.0
0,231.0
0,231.0
1,232.0
1,233.0
0,233.0
0,233.0
0,233.0
0,233.0
3,236.0
3,239.0
0,239.0
1,240.0
1,241.0
0,241.0
0,241.0
2,243.0
1,244.0
2,246.0
4,250.0
0,250.0
1,251.0
1,252.0
1,252.0
3,255.0
1,256.0
0,256.0
0,256.0
2,258.0
1,259.0
2,261.0
2,263.0
0,263.0
3,266.0
1,267.0
4,271.0
1,272.0
1,273.0
0,273.0
1,274.0
0,274.0
0,274.0
2,276.0
1,277.0
0,277.0
0,277.0
0,277.0
0,277.0
1,278.0
1,279.0
4,283.0
1,284.0
2,286.0
3,289.0
0,289.0
0,289.0
0,289.0
0,289.0
1,290.0
1,291.0
2,293.0
3,296.0
2,298.0
3,301.0
3,304.0
0,304.0
4,308.0
0,308.0
1,309.0
4,313.0
0,313.0
1,314.0
2,316.0
4,320.0
1,321.0
1,321.0
0,321.0
1,322.0
0,322.0
4,326.0
3,329.0
1,330.0
0,330.0
2,332.0
3,335.0
3,338.0
0,338.0
0,338.0
1,339.0
4,343.0
1,344.0
2,346.0
3,349.0
1,350.0
2,352.0
2,354.0
1,355.0
2,357.0
3,360.0
0,360.0
0,360.0
1,361.0
1,362.0
1,363.0
0,363.0
2,365.0
2,367.0
1,368.0
0,368.0
1,369.0
3,372.0
1,373.0
0,373.0
3,376.0
1,377.0
1,378.0
0,378.0
0,378.0
0,378.0
1,379.0
0,379.0
2,381.0
2,383.0
0,383.0
4,387.0
4,391.0
2,393.0
5,398.0
1,399.0
4,403.0
0,403.0
0,403.0
3,406.0
2,408.0
2,410.0
1,411.0
0,411.0
1,412.0
0,412.0
1,413.0
1,414.0
3,417.0
6,423.0
3,426.0
2,428.0
2,430.0
0,430.0
2,432.0
6,438.0
1,439.0
1,440.0
3,443.0
3,446.0
2,448.0
3,451.0
3,454.0
1,455.0
1,456.0
5,461.0
2,463.0
0,463.0
2,465.0
2,467.0
2,469.0
0,469.0
4,473.0
2,475.0
1,476.0
3,479.0
1,480.0
3,483.0
3,486.0
0,486.0
0,486.0
0,486.0
1,487.0
1,488.0
0,488.0
2,490.0
2,492.0
2,494.0
1,495.0
2,497.0
0,497.0
4,501.0
2,503.0
2,504.0
1,505.0
1,506.0
5,511.0
1,512.0
0,512.0
2,514.0
2,516.0
0,516.0
0,516.0
1,517.0
0,517.0
2,519.0
1,520.0
1,521.0
4,525.0
1,526.0
3,529.0
1,530.0
1,531.0
1,532.0
4,536.0
2,538.0
2,540.0
1,541.0
0,541.0
7,548.0
2,550.0
1,551.0
1,552.0
1,553.0
0,553.0
2,555.0
2,557.0
5,562.0
0,562.0
3,565.0
0,565.0
6,571.0
1,572.0
4,576.0
1,577.0
4,581.0
1,582.0
0,582.0
1,583.0
1,584.0
1,585.0
2,587.0
4,591.0
2,593.0
3,596.0
1,597.0
1,598.0
2,600.0
2,602.0
5,607.0
4,611.0
2,613.0
0,613.0
4,617.0
2,619.0
3,622.0
3,625.0
1,626.0
1,627.0
5,632.0
4,636.0
1,637.0
1,638.0
1,639.0
0,639.0
1,640.0
4,644.0
3,647.0
1,648.0
1,649.0
0,649.0
1,650.0
1,651.0
1,652.0
1,653.0
0,653.0
0,653.0
2,655.0
2,657.0
2,659.0
1,660.0
0,660.0
1,661.0
1,662.0
2,664.0
2,666.0
0,666.0
1,667.0
2,669.0
1,670.0
0,670.0
0,670.0
3,673.0
0,673.0
2,675.0
1,676.0
3,679.0
0,679.0
0,679.0
2,681.0
0,681.0
0,681.0
2,683.0
1,684.0
0,684.0
1,685.0
4,689.0
1,690.0
6,696.0
0,696.0
1,697.0
4,701.0
0,701.0
1,702.0
0,702.0
2,704.0
2,706.0
1,707.0
6,713.0
2,715.0
1,716.0
0,716.0
3,719.0
0,719.0
4,723.0
6,729.0
1,730.0
0,730.0
0,730.0
0,730.0
0,730.0
2,732.0
0,732.0
1,733.0
1,734.0
1,735.0
0,735.0
4,739.0
2,741.0
0,741.0
0,741.0
2,743.0
0,743.0
3,746.0
0,746.0
0,746.0
3,749.0
0,749.0
1,750.0
2,752.0
0,752.0
2,754.0
3,757.0
1,758.0
2,760.0
1,761.0
1,762.0
1,763.0
2,765.0
1,766.0
0,766.0
1,767.0
0,767.0
2,769.0
1,770.0
6,776.0
2,778.0
1,779.0
0,779.0
0,779.0
0,779.0
0,779.0
3,782.0
0,782.0
1,783.0
3,786.0
1,787.0
1,788.0
2,790.0
1,791.0
1,792.0
3,795.0
1,796.0
1,797.0
3,800.0
0,800.0
3,803.0
0,803.0
1,804.0
1,805.0
0,805.0
3,808.0
0,808.0
1,809.0
0,809.0
2,811.0
4,815.0
0,815.0
3,818.0
0,818.0
3,821.0
1,822.0
0,822.0
3,825.0
1,826.0
4,830.0
0,830.0
0,830.0
0,830.0
4,834.0
0,834.0
1,835.0
1,836.0
0,836.0
0,836.0
0,836.0
1,837.0
1,838.0
1,839.0
0,839.0
0,839.0
2,841.0
3,844.0
0,844.0
0,844.0
0,844.0
0,844.0
4,848.0
1,849.0
2,851.0
0,851.0
3,854.0
1,855.0
0,855.0
1,856.0
4,860.0
0,860.0
4,864.0
1,865.0
1,866.0
1,867.0
1,868.0
0,868.0
0,868.0
1,869.0
0,869.0
0,869.0
2,871.0
0,871.0
2,873.0
0,873.0
1,874.0
0,874.0
0,874.0
1,875.0
0,875.0
2,877.0
0,877.0
3,880.0
3,883.0
1,884.0
0,884.0
0,884.0
0,884.0
0,884.0
2,886.0
0,886.0
1,887.0
0,887.0
1,888.0
1,889.0
1,890.0
3,893.0
0,893.0
0,893.0
2,895.0
1,896.0
2,898.0
0,898.0
0,898.0
3,901.0
3,904.0
1,905.0
2,907.0
0,907.0
0,907.0
0,907.0
0,907.0
0,907.0
0,907.0
1,908.0
1,909.0
0,909.0
0,909.0
2,911.0
0,911.0
1,912.0
0,912.0
1,913.0
0,913.0
1,914.0
2,916.0
2,918.0
1,919.0
2,921.0
1,922.0
0,922.0
1,923.0
3,926.0
0,926.0
2,928.0
1,929.0
1,930.0
1,931.0
0,931.0
1,932.0
0,932.0
0,932.0
0,932.0
0,932.0
1,933.0
0,933.0
0,933.0
1,934.0
1,935.0
1,936.0
1,937.0
1,938.0
1,939.0
1,940.0
0,940.0
0,940.0
0,940.0
0,940.0
0,940.0
1,941.0
1,942.0
0,942.0
2,944.0
0,944.0
1,945.0
1,946.0
1,947.0
2,949.0
1,950.0
0,950.0
1,951.0
2,953.0
2,955.0
1,956.0
3,959.0
3,962.0
1,963.0
0,963.0
3,966.0
3,969.0
0,969.0
1,970.0
0,970.0
1,971.0
1,972.0
1,973.0
2,975.0
0,975.0
3,978.0
1,979.0
2,981.0
0,981.0
2,983.0
1,984.0
0,984.0
6,990.0
0,990.0
1,991.0
0,991.0
0,991.0
0,991.0
0,991.0
2,993.0
2,995.0
2,997.0
0,997.0
1,998.0
1,999.0
0,999.0
1,1000.0
0,1000.0
0,1000.0
0,1000.0
2,1002.0
2,1004.0
3,1007.0
1,1008.0
1,1009.0
0,1009.0
0,1009.0
2,1011.0
1,1012.0
0,1012.0
1,1013.0
0,1013.0
0,1013.0
0,1013.0
2,1015.0
0,1015.0
1,1016.0
0,1016.0
3,1019.0
0,1019.0
2,1021.0
0,1021.0
0,1021.0
0,1021.0
0,1021.0
0,1021.0
0,1021.0
2,1023.0
1,1024.0
4,1028.0
2,1030.0
3,1033.0
3,1036.0
0,1036.0
2,1038.0
1,1039.0
1,1040.0
0,1040.0
0,1040.0
1,1041.0
2,1043.0
2,1045.0
3,1048.0
0,1048.0
1,1049.0
3,1052.0
0,1052.0
0,1052.0
1,1053.0
0,1053.0
0,1053.0
0,1053.0
0,1053.0
2,1055.0
1,1056.0
3,1059.0
0,1059.0
0,1059.0
1,1060.0
0,1060.0
2,1062.0
0,1062.0
1,1063.0
2,1065.0
0,1065.0
0,1065.0
1,1066.0
6,1072.0
2,1074.0
2,1076.0
1,1077.0
2,1079.0
3,1082.0
0,1082.0
0,1082.0
1,1083.0
0,1083.0
0,1083.0
2,1085.0
3,1088.0
2,1090.0
0,1090.0
2,1092.0
0,1092.0
4,1096.0
0,1096.0
0,1096.0
3,1099.0
2,1101.0
0,1101.0
1,1102.0
0,1102.0
4,1106.0
1,1107.0
1,1108.0
0,1108.0
4,1112.0
0,1112.0
0,1112.0
2,1114.0
0,1114.0
5,1119.0
1,1120.0
0,1120.0
0,1120.0
0,1120.0
1,1121.0
1,1122.0
0,1122.0
1,1123.0
0,1123.0
2,1125.0
0,1125.0
1,1126.0
0,1126.0
2,1128.0
1,1129.0
1,1130.0
1,1131.0
0,1131.0
0,1131.0
1,1132.0
4,1136.0
1,1137.0
1,1138.0
1,1139.0
1,1140.0
2,1142.0
1,1143.0
0,1143.0
1,1144.0
1,1145.0
3,1148.0
1,1149.0
0,1149.0
2,1151.0
1,1152.0
1,1153.0
3,1156.0
1,1157.0
0,1157.0
0,1157.0
0,1157.0
1,1158.0
0,1158.0
0,1158.0
1,1159.0
0,1159.0
1,1160.0
1,1161.0
1,1162.0
0,1162.0
1,1163.0
1,1164.0
0,1164.0
0,1164.0
2,1166.0
2,1168.0
0,1168.0
1,1169.0
0,1169.0
0,1169.0
2,1171.0
0,1171.0
2,1173.0
0,1173.0
2,1175.0
1,1176.0
1,1177.0
0,1177.0
1,1178.0
1,1179.0
0,1179.0
0,1179.0
0,1179.0
0,1179.0
1,1180.0
3,1183.0
1,1184.0
1,1185.0
1,1186.0
0,1186.0
3,1189.0
0,1189.0
1,1190.0
0,1190.0
2,1192.0
0,1192.0
4,1196.0
1,1197.0
4,1201.0
3,1204.0
2,1206.0
2,1208.0
0,1208.0
0,1208.0
1,1209.0
2,1211.0
1,1212.0
2,1214.0
0,1214.0
6,1220.0
1,1221.0
2,1223.0
3,1226.0
2,1228.0
1,1229.0
1,1230.0
0,1230.0
1,1231.0
1,1232.0
2,1234.0
1,1235.0
2,1237.0
1,1238.0
0,1238.0
0,1238.0
3,1241.0
1,1242.0
0,1242.0
5,1247.0
3,1250.0
2,1252.0
2,1254.0
4,1258.0
2,1260.0
2,1262.0
0,1262.0
2,1264.0
1,1265.0
0,1265.0
1,1266.0
2,1268.0
0,1268.0
1,1269.0
0,1269.0
0,1269.0
1,1270.0
1,1271.0
2,1273.0
1,1274.0
4,1278.0
2,1280.0
1,1281.0
0,1281.0
2,1283.0
3,1286.0
1,1287.0
2,1289.0
0,1289.0
1,1290.0
1,1291.0
0,1291.0
5,1296.0
1,1297.0
2,1299.0
2,1301.0
1,1302.0
0,1302.0
1,1303.0
1,1304.0
3,1307.0
1,1308.0
0,1308.0
1,1309.0
0,1309.0
1,1310.0
0,1310.0
1,1311.0
0,1311.0
0,1311.0
0,1311.0
1,1312.0
5,1317.0
3,1320.0
0,1320.0
0,1320.0
3,1323.0
1,1324.0
0,1324.0
3,1327.0
1,1328.0
2,1330.0
1,1331.0
1,1332.0
1,1333.0
1,1334.0
0,1334.0
1,1335.0
0,1335.0
0,1335.0
0,1335.0
1,1336.0
1,1337.0
1,1338.0
1,1339.0
1,1340.0
2,1342.0
0,1342.0
2,1344.0
0,1344.0
2,1346.0
0,1346.0
1,1347.0
2,1349.0
1,1350.0
3,1353.0
0,1353.0
2,1355.0
0,1355.0
1,1356.0
0,1356.0
1,1357.0
1,1358.0
2,1360.0
0,1360.0
0,1360.0
1,1361.0
0,1361.0
1,1362.0
0,1362.0
0,1362.0
3,1365.0
2,1367.0
0,1367.0
2,1369.0
3,1372.0
0,1372.0
1,1373.0
0,1373.0
1,1374.0
2,1376.0
2,1378.0
0,1378.0
0,1378.0
2,1380.0
0,1380.0
0,1380.0
1,1381.0
0,1381.0
1,1382.0
2,1384.0
0,1384.0
0,1384.0
0,1384.0
1,1385.0
1,1386.0
2,1388.0
0,1388.0
0,1388.0
3,1391.0
0,1391.0
1,1392.0
0,1392.0
0,1392.0
0,1392.0
1,1393.0
2,1395.0
2,1397.0
1,1398.0
0,1398.0
1,1399.0
0,1399.0
0,1399.0
0,1399.0
1,1400.0
0,1400.0
1,1401.0
1,1402.0
0,1402.0
1,1403.0
0,1403.0
2,1405.0
0,1405.0
0,1405.0
1,1406.0
3,1409.0
1,1410.0
1,1411.0
1,1412.0
1,1413.0
1,1414.0
0,1414.0
0,1414.0
3,1417.0
1,1418.0
1,1419.0
0,1419.0
2,1421.0
1,1422.0
1,1422.0
0,1422.0
0,1422.0
1,1423.0
1,1424.0
2,1426.0
0,1426.0
0,1426.0
0,1426.0
0,1426.0
0,1426.0
1,1427.0
1,1428.0
2,1430.0
0,1430.0
1,1431.0
2,1433.0
1,1434.0
1,1435.0
2,1437.0
1,1438.0
0,1438.0
1,1439.0
3,1442.0
0,1442.0
1,1443.0
1,1444.0
1,1445.0
0,1445.0
0,1445.0
3,1448.0
0,1448.0
1,1449.0
0,1449.0
0,1449.0
0,1449.0
0,1449.0
0,1449.0
1,1450.0
1,1451.0
2,1453.0
1,1454.0
2,1456.0
0,1456.0
0,1456.0
2,1458.0
0,1458.0
0,1458.0
0,1458.0
0,1458.0
0,1458.0
2,1460.0
1,1461.0
0,1461.0
1,1462.0
2,1464.0
1,1465.0
1,1466.0
0,1466.0
1,1467.0
3,1470.0
4,1474.0
1,1475.0
1,1476.0
0,1476.0
0,1476.0
1,1477.0
3,1480.0
4,1484.0
3,1487.0
0,1487.0
4,1491.0
2,1493.0
0,1493.0
1,1494.0
1,1495.0
0,1495.0
1,1496.0
0,1496.0
1,1497.0
0,1497.0
2,1499.0
1,1500.0
0,1500.0
0,1500.0
0,1500.0
0,1500.0
1,1501.0
0,1501.0
0,1501.0
2,1503.0
0,1503.0
0,1503.0
0,1503.0
0,1503.0
0,1503.0
4,1507.0
2,1509.0
1,1510.0
1,1511.0
2,1513.0
0,1513.0
1,1514.0
1,1515.0
0,1515.0
1,1516.0
1,1517.0
1,1518.0
0,1518.0
3,1521.0
1,1522.0
1,1523.0
2,1525.0
0,1525.0
0,1525.0
0,1525.0
0,1525.0
0,1525.0
2,1527.0
0,1527.0
3,1530.0
1,1531.0
0,1531.0
4,1535.0
1,1536.0
0,1536.0
3,1539.0
2,1541.0
0,1541.0
0,1541.0
0,1541.0
0,1541.0
0,1541.0
0,1541.0
1,1542.0
4,1546.0
1,1547.0
0,1547.0
0,1547.0
2,1549.0
1,1550.0
0,1550.0
2,1552.0
2,1554.0
0,1554.0
3,1557.0
0,1557.0
1,1558.0
1,1559.0
1,1560.0
3,1563.0
1,1564.0
0,1564.0
1,1565.0
4,1569.0
0,1569.0
1,1570.0
2,1572.0
0,1572.0
0,1572.0
0,1572.0
0,1572.0
1,1573.0
0,1573.0
1,1574.0
0,1574.0
2,1576.0
0,1576.0
2,1578.0
2,1580.0
1,1581.0
0,1581.0
0,1581.0
0,1581.0
1,1582.0
1,1583.0
1,1584.0
0,1584.0
0,1584.0
1,1585.0
1,1586.0
1,1587.0
3,1590.0
0,1590.0
3,1593.0
2,1595.0
1,1596.0
0,1596.0
0,1596.0
2,1598.0
1,1599.0
1,1600.0
1,1601.0
1,1602.0
1,1603.0
4,1607.0
0,1607.0
0,1607.0
2,1609.0
0,1609.0
2,1611.0
0,1611.0
0,1611.0
2,1613.0
1,1614.0
0,1614.0
3,1617.0
1,1618.0
1,1619.0
1,1620.0
1,1621.0
0,1621.0
0,1621.0
1,1622.0
0,1622.0
2,1624.0
1,1625.0
0,1625.0
0,1625.0
1,1626.0
0,1626.0
2,1628.0
1,1629.0
1,1630.0
2,1632.0
2,1634.0
3,1637.0
0,1637.0
0,1637.0
0,1637.0
0,1637.0
1,1638.0
2,1640.0
0,1640.0
4,1644.0
1,1645.0
0,1645.0
2,1647.0
1,1648.0
0,1648.0
2,1650.0
0,1650.0
0,1650.0
3,1653.0
0,1653.0
0,1653.0
0,1653.0
0,1653.0
0,1653.0
0,1653.0
0,1653.0
0,1653.0
0,1653.0
0,1653.0
0,1653.0
1,1654.0
0,1654.0
1,1655.0
0,1655.0
0,1655.0
0,1655.0
2,1657.0
0,1657.0
0,1657.0
3,1660.0
0,1660.0
2,1662.0
4,1666.0
1,1667.0
2,1669.0
2,1671.0
0,1671.0
0,1671.0
1,1672.0
5,1677.0
4,1681.0
2,1683.0
2,1685.0
2,1687.0
0,1687.0
1,1688.0
2,1690.0
0,1690.0
1,1691.0
0,1691.0
0,1691.0
1,1692.0
2,1694.0
0,1694.0
0,1694.0
2,1696.0
1,1697.0
0,1697.0
0,1697.0
0,1697.0
0,1697.0
4,1701.0
0,1701.0
0,1701.0
0,1701.0
0,1701.0
0,1701.0
0,1701.0
1,1702.0
0,1702.0
3,1705.0
0,1705.0
0,1705.0
0,1705.0
0,1705.0
0,1705.0
2,1707.0
0,1707.0
2,1709.0
0,1709.0
1,1710.0
0,1710.0
2,1712.0
0,1712.0
1,1713.0
1,1714.0
0,1714.0
0,1714.0
1,1715.0
1,1716.0
3,1719.0
1,1720.0
1,1721.0
1,1722.0
1,1723.0
0,1723.0
1,1724.0
0,1724.0
0,1724.0
0,1724.0
0,1724.0
0,1724.0
0,1724.0
0,1724.0
1,1725.0
0,1725.0
2,1727.0
1,1728.0
0,1728.0
1,1729.0
0,1729.0
1,1730.0
2,1732.0
0,1732.0
2,1734.0
1,1735.0
0,1735.0
2,1737.0
2,1739.0
2,1741.0
0,1741.0
2,1743.0
1,1744.0
0,1744.0
0,1744.0
1,1745.0
6,1751.0
1,1752.0
0,1752.0
1,1753.0
0,1753.0
0,1753.0
2,1755.0
0,1755.0
1,1756.0
0,1756.0
0,1756.0
0,1756.0
0,1756.0
2,1758.0
0,1758.0
0,1758.0
2,1759.0
1,1760.0
0,1760.0
0,1760.0
1,1761.0
2,1763.0
0,1763.0
0,1763.0
0,1763.0
0,1763.0
0,1763.0
3,1766.0
0,1766.0
0,1766.0
0,1766.0
0,1766.0
1,1767.0
0,1767.0
2,1769.0
3,1772.0
0,1772.0
1,1773.0
0,1773.0
2,1775.0
1,1776.0
1,1777.0
1,1778.0
2,1780.0
1,1781.0
0,1781.0
2,1783.0
0,1783.0
1,1784.0
3,1787.0
1,1788.0
0,1788.0
1,1789.0
1,1790.0
0,1790.0
1,1791.0
0,1791.0
1,1792.0
0,1792.0
0,1792.0
1,1793.0
0,1793.0
4,1797.0
0,1797.0
0,1797.0
2,1799.0
0,1799.0
2,1800.0
0,1800.0
3,1803.0
0,1803.0
1,1804.0
1,1805.0
1,1806.0
2,1808.0
0,1808.0
2,1810.0
3,1813.0
1,1814.0
1,1815.0
1,1816.0
1,1817.0
3,1820.0
0,1820.0
0,1820.0
0,1820.0
0,1820.0
1,1821.0
1,1822.0
1,1823.0
0,1823.0
0,1823.0
0,1823.0
1,1824.0
3,1827.0
1,1828.0
2,1830.0
0,1830.0
0,1830.0
1,1831.0
0,1831.0
1,1832.0
0,1832.0
2,1834.0
1,1835.0
0,1835.0
2,1837.0
1,1838.0
2,1840.0
0,1840.0
0,1840.0
0,1840.0
3,1843.0
0,1843.0
0,1843.0
1,1844.0
0,1844.0
0,1844.0
1,1845.0
0,1845.0
0,1845.0
0,1845.0
0,1845.0
1,1846.0
1,1847.0
0,1847.0
2,1849.0
0,1849.0
0,1849.0
0,1849.0
2,1851.0
0,1851.0
1,1852.0
1,1853.0
0,1853.0
0,1853.0
1,1854.0
1,1855.0
0,1855.0
0,1855.0
1,1856.0
1,1857.0
3,1860.0
0,1860.0
0,1860.0
0,1860.0
0,1860.0
1,1861.0
1,1862.0
1,1863.0
0,1863.0
1,1864.0
0,1864.0
2,1866.0
1,1867.0
0,1867.0
0,1867.0
0,1867.0
0,1867.0
0,1867.0
0,1867.0
1,1868.0
0,1868.0
0,1868.0
1,1869.0
0,1869.0
1,1870.0
0,1870.0
0,1870.0
0,1870.0
0,1870.0
0,1870.0
1,1871.0
1,1872.0
1,1873.0
1,1874.0
0,1874.0
1,1874.0
0,1874.0
1,1875.0
0,1875.0
0,1875.0
0,1875.0
1,1876.0
0,1876.0
0,1876.0
2,1878.0
0,1878.0
1,1879.0
0,1879.0
4,1883.0
0,1883.0
0,1883.0
0,1883.0
3,1886.0
0,1886.0
1,1887.0
0,1887.0
0,1887.0
1,1888.0
0,1888.0
1,1889.0
2,1891.0
0,1891.0
3,1894.0
1,1895.0
0,1895.0
3,1898.0
0,1898.0
1,1899.0
1,1899.0
0,1899.0
1,1900.0
0,1900.0
0,1900.0
0,1900.0
0,1900.0
1,1901.0
2,1903.0
0,1903.0
0,1903.0
0,1903.0
0,1903.0
1,1904.0
1,1905.0
0,1905.0
3,1908.0
2,1910.0
1,1911.0
0,1911.0
0,1911.0
0,1911.0
2,1913.0
0,1913.0
0,1913.0
0,1913.0
0,1913.0
0,1913.0
2,1915.0
0,1915.0
0,1915.0
2,1917.0
0,1917.0
0,1917.0
0,1917.0
0,1917.0
2,1919.0
3,1922.0
1,1923.0
0,1923.0
0,1923.0
2,1925.0
0,1925.0
0,1925.0
0,1925.0
0,1925.0
0,1925.0
1,1926.0
0,1926.0
1,1927.0
1,1927.0
0,1927.0
0,1927.0
1,1928.0
4,1932.0
2,1934.0
1,1935.0
1,1936.0
0,1936.0
1,1937.0
0,1937.0
2,1939.0
0,1939.0
2,1941.0
3,1944.0
0,1944.0
0,1944.0
0,1944.0
0,1944.0
0,1944.0
4,1948.0
0,1948.0
1,1949.0
0,1949.0
0,1949.0
0,1949.0
0,1949.0
0,1949.0
1,1950.0
0,1950.0
0,1950.0
2,1952.0
4,1956.0
0,1956.0
1,1957.0
2,1959.0
0,1959.0
1,1960.0
0,1960.0
0,1960.0
0,1960.0
0,1960.0
2,1962.0
0,1962.0
0,1962.0
2,1964.0
0,1964.0
1,1965.0
0,1965.0
0,1965.0
0,1965.0
0,1965.0
0,1965.0
0,1965.0
0,1965.0
0,1965.0
0,1965.0
0,1965.0
2,1967.0
0,1967.0
3,1970.0
1,1971.0
1,1972.0
0,1972.0
0,1972.0
0,1972.0
1,1973.0
1,1974.0
2,1976.0
4,1980.0
1,1981.0
1,1982.0
0,1982.0
2,1984.0
2,1986.0
0,1986.0
0,1986.0
0,1986.0
0,1986.0
1,1987.0
2,1989.0
1,1990.0
1,1991.0
2,1993.0
1,1994.0
0,1994.0
0,1994.0
1,1995.0
1,1996.0
0,1996.0
0,1996.0
0,1996.0
1,1997.0
0,1997.0
1,1998.0
2,2000.0
0,2000.0
2,2002.0
1,2003.0
0,2003.0
2,2005.0
1,2006.0
0,2006.0
1,2007.0
0,2007.0
0,2007.0
1,2008.0
0,2008.0
0,2008.0
0,2008.0
0,2008.0
1,2009.0
1,2010.0
0,2010.0
0,2010.0
1,2011.0
0,2011.0
0,2011.0
1,2012.0
1,2013.0
3,2016.0
0,2016.0
0,2016.0
0,2016.0
1,2017.0
0,2017.0
0,2017.0
0,2017.0
0,2017.0
0,2017.0
0,2017.0
1,2018.0
1,2019.0
2,2021.0
2,2023.0
1,2024.0
1,2025.0
