pseudo reward per epoch,reward per epoch,cumulative reward
-42.822700000000005,0,0.0
-81.47349999999999,0,0.0
-65.97719999999993,1,1.0
-54.532300000000035,0,1.0
-59.25540000000001,2,3.0
-67.88600000000005,0,3.0
-70.93039999999999,0,3.0
-74.89540000000001,0,3.0
-52.40849999999997,0,3.0
-25.39510000000009,0,3.0
-65.8306,0,3.0
-66.32790000000004,0,3.0
-74.37089999999998,1,4.0
-62.50489999999999,1,5.0
-77.01470000000002,0,5.0
-72.14170000000001,0,5.0
-84.17839999999994,0,5.0
-75.905,0,5.0
-60.53589999999998,0,5.0
-105.1627000000001,0,5.0
-85.20800000000001,0,5.0
-78.98669999999998,0,5.0
-94.50439999999999,0,5.0
-47.4166,0,5.0
-72.32749999999993,0,5.0
-56.1869,3,8.0
-61.2027,1,9.0
-51.71000000000002,0,9.0
-93.75410000000007,1,10.0
-89.0386999999998,0,10.0
-93.3841,0,10.0
-61.030199999999965,0,10.0
-80.57189999999997,0,10.0
-92.94309999999999,0,10.0
-77.22980000000005,1,11.0
-73.91969999999998,0,11.0
-55.316300000000034,0,11.0
-56.491699999999916,0,11.0
-52.483099999999986,3,14.0
-72.07240000000003,0,14.0
-56.07920000000002,1,15.0
-54.91310000000002,0,15.0
-92.18070000000002,0,15.0
-77.46680000000002,0,15.0
-74.47390000000001,1,16.0
-65.1015,2,18.0
-69.1944,0,18.0
-46.85999999999999,2,20.0
-57.2954,1,21.0
-75.66129999999986,0,21.0
-44.98459999999998,1,22.0
-71.5726,1,23.0
-84.19760000000008,0,23.0
-58.04840000000003,1,24.0
-73.77080000000002,0,24.0
-68.08179999999997,1,25.0
-71.2464,2,27.0
-74.74869999999999,0,27.0
-76.50500000000005,1,28.0
-162.97819999999984,1,29.0
-74.2765,1,30.0
-58.95580000000005,0,30.0
-81.85589999999996,0,30.0
-91.8453,0,30.0
-59.614200000000004,2,32.0
-59.46999999999997,0,32.0
-76.32619999999997,0,32.0
-92.61489999999998,0,32.0
-48.477699999999984,2,34.0
-102.76670000000033,0,34.0
-76.99579999999996,3,37.0
-66.29990000000001,0,37.0
-59.38419999999998,1,38.0
-81.66960000000003,0,38.0
-58.04069999999998,3,41.0
-91.15620000000001,0,41.0
-69.50160000000002,0,41.0
-45.23540000000001,2,43.0
-77.87650000000001,0,43.0
-123.1920000000006,0,43.0
-88.56300000000002,0,43.0
-94.37519999999998,0,43.0
-79.65650000000002,2,45.0
-68.08119999999997,0,45.0
-51.22080000000001,0,45.0
-60.60729999999997,2,47.0
-89.19370000000002,0,47.0
-65.92290000000003,1,48.0
-76.3592,0,48.0
-65.74069999999965,0,48.0
-59.061399999999985,0,48.0
-72.92130000000002,0,48.0
-66.42929999999996,0,48.0
-81.1597,2,50.0
-77.92719999999997,1,51.0
-54.62890000000004,2,53.0
-58.016799999999996,0,53.0
-69.68859999999997,2,55.0
-76.17409999999997,0,55.0
-116.25409999999964,0,55.0
-78.90820000000004,1,56.0
-54.64350000000001,0,56.0
-78.66660000000006,0,56.0
-60.64130000000001,1,57.0
-58.99559999999997,2,59.0
-64.85150000000003,2,61.0
-90.92999999999998,0,61.0
-49.24929999999999,0,61.0
-65.59440000000001,1,62.0
-100.96319999999969,0,62.0
-100.78839999999998,1,63.0
-58.03170000000002,0,63.0
-72.33999999999997,1,64.0
-63.614000000000004,3,67.0
-100.53710000000005,0,67.0
-112.28359999999991,0,67.0
-82.15319999999994,0,67.0
-92.86830000000005,0,67.0
-61.574100000000016,2,69.0
-141.36490000000015,0,69.0
-68.28729999999999,0,69.0
-87.31669999999993,1,70.0
-38.144,0,70.0
-80.8262,0,70.0
-66.52709999999999,2,72.0
-48.49559999999996,1,73.0
-41.226999999999954,2,75.0
-103.14629999999998,0,75.0
-67.76020000000004,2,77.0
-151.29989999999984,0,77.0
-45.8663,1,78.0
-73.40840000000001,0,78.0
-108.44740000000003,0,78.0
-64.46049999999998,1,79.0
-54.74369999999999,0,79.0
-74.78769999999997,0,79.0
-72.73220000000005,0,79.0
-66.88279999999997,0,79.0
-74.46480000000003,0,79.0
-89.48700000000001,0,79.0
-79.58080000000002,0,79.0
-82.58939999999997,1,80.0
-92.7013,0,80.0
-72.50570000000006,1,81.0
-76.88780000000004,0,81.0
-70.57150000000001,1,82.0
-50.50529999999996,3,85.0
-56.439099999999996,0,85.0
-96.92819999999993,0,85.0
-89.04159999999979,0,85.0
-56.973099999999974,0,85.0
-93.92640000000003,0,85.0
-114.01789999999988,0,85.0
-86.43859999999997,0,85.0
-103.76379999999997,0,85.0
-55.64829999999997,1,86.0
-80.46509999999996,1,87.0
-78.4794,0,87.0
-89.57660000000001,2,89.0
-163.35790000000068,0,89.0
-82.4012,0,89.0
-120.15749999999987,0,89.0
-44.68210000000003,1,90.0
-82.82429999999995,0,90.0
-62.16260000000002,0,90.0
-83.04149999999998,0,90.0
-58.623599999999996,1,91.0
-65.38980000000004,1,92.0
-64.6346,1,93.0
-42.84539999999985,0,93.0
-51.872100000000025,1,94.0
-69.6375,0,94.0
-59.90220000000003,0,94.0
-71.93840000000003,3,97.0
-62.40090000000006,1,98.0
-112.67409999999992,0,98.0
-114.52379999999998,0,98.0
-45.82029999999997,0,98.0
-42.30009999999997,0,98.0
-54.97239999999997,0,98.0
-66.01539999999999,0,98.0
-116.79460000000002,1,99.0
-74.97029999999998,1,100.0
-58.342400000000076,1,101.0
-79.02129999999993,1,102.0
-61.6271,1,103.0
-86.02060000000002,0,103.0
-100.34109999999991,0,103.0
-57.78199999999999,0,103.0
-30.14049999999979,0,103.0
-87.38169999999997,0,103.0
-62.297500000000014,0,103.0
-72.48269999999998,0,103.0
-55.46619999999999,2,105.0
-90.46009999999997,0,105.0
-58.403700000000015,1,106.0
-69.35370000000002,0,106.0
-80.36259999999996,0,106.0
-77.44310000000003,1,107.0
-77.49739999999973,0,107.0
-59.811700000000066,0,107.0
-64.28149999999997,1,108.0
-76.0682,1,109.0
-53.32479999999997,2,111.0
-83.90189999999984,2,113.0
-60.144300000000044,1,114.0
-48.07389999999999,1,115.0
-100.72840000000005,0,115.0
-79.88619999999999,0,115.0
-125.44269999999942,0,115.0
-43.2318,0,115.0
-86.4138,0,115.0
-39.52059999999996,1,115.0
-61.12519999999999,0,115.0
-52.2654,0,115.0
-65.40520000000005,2,117.0
-66.08859999999994,1,118.0
-75.16059999999993,0,118.0
-103.49659999999986,1,119.0
-67.36489999999996,0,119.0
-122.3514999999999,1,120.0
-89.13699999999992,0,120.0
-108.99909999999996,0,120.0
-55.216199999999965,0,120.0
-56.56210000000001,0,120.0
-64.264,0,120.0
-76.12170000000002,2,122.0
-42.31959999999993,2,124.0
-86.39569999999993,1,125.0
-37.03839999999983,0,125.0
-41.71689999999998,1,126.0
-122.11570000000003,0,126.0
-114.68529999999998,1,127.0
-67.05109999999996,1,128.0
-66.80530000000005,2,130.0
-79.56120000000001,1,131.0
-83.1005999999999,0,131.0
-54.2091,0,131.0
-58.56050000000001,1,132.0
-50.87879999999991,0,132.0
-106.94930000000008,0,132.0
-100.065,0,132.0
-73.5921,2,134.0
-41.31389999999999,0,134.0
-86.65839999999993,0,134.0
-99.05640000000001,0,134.0
-76.82999999999998,2,136.0
-98.8791,1,137.0
-70.85310000000005,1,138.0
-121.65230000000008,0,138.0
-105.60700000000001,0,138.0
-66.15230000000001,1,139.0
-92.52149999999992,0,139.0
-104.5581,0,139.0
-59.874799999999944,2,141.0
-116.32199999999995,0,141.0
-64.5489,1,142.0
-67.73709999999997,2,144.0
