sparse reward per epoch,sparse cumulative reward,pseudo reward per epoch
21,21.0,165.1371
21,41.0,176.2101
22,62.0,197.2846
21,82.0,186.0085
22,103.0,206.4831
23,125.0,197.54819999999995
22,147.0,206.7105
22,168.0,185.97619999999998
24,192.0,227.89499999999998
21,213.0,185.6301
21,234.0,186.37909999999997
21,254.0,175.60520000000002
24,278.0,207.64379999999994
21,298.0,196.4181
21,318.0,195.92379999999997
21,339.0,186.3109
24,363.0,227.71490000000003
24,387.0,227.92000000000007
19,405.0,175.04080000000005
2,407.0,-2.1385000000000045
2,409.0,3.1723999999999957
1,410.0,-10.04389999999999
1,411.0,-9.1524
0,411.0,-22.818099999999998
2,413.0,4.037400000000001
0,413.0,-18.5696
0,413.0,-15.2837
1,414.0,-5.2318999999999996
4,418.0,24.349999999999994
0,418.0,-15.741900000000001
0,418.0,-23.761100000000003
1,419.0,-6.438700000000001
0,419.0,-22.957700000000006
3,422.0,10.968
0,422.0,-23.484899999999993
2,424.0,3.011199999999999
1,425.0,-7.135199999999998
0,425.0,-23.375499999999995
0,425.0,-19.077199999999998
2,427.0,0.987699999999998
0,427.0,-18.678400000000003
1,428.0,-6.610900000000004
1,429.0,-10.2573
1,430.0,-5.2546
0,430.0,-18.970000000000002
0,430.0,-19.722400000000007
1,431.0,-8.520199999999999
3,434.0,12.92
0,434.0,-16.6387
1,435.0,-8.4377
2,437.0,7.219199999999998
0,437.0,-15.612400000000001
1,438.0,-11.644700000000006
0,438.0,-19.2217
0,438.0,-18.568599999999996
2,440.0,2.2678
0,440.0,-19.268499999999996
2,442.0,-0.9326999999999996
0,442.0,-13.847399999999995
0,442.0,-16.432
1,443.0,-7.515500000000003
3,446.0,15.933200000000001
3,449.0,10.773700000000002
2,451.0,0.6476999999999988
0,451.0,-20.504999999999992
1,452.0,-9.4436
2,454.0,1.9583999999999977
1,455.0,-7.8831999999999995
1,456.0,-7.638000000000002
3,459.0,0.4985000000000025
1,460.0,-4.685600000000003
0,460.0,-16.8957
4,463.0,21.9414
3,466.0,1.1969999999999952
1,467.0,-7.450800000000001
1,468.0,-8.382300000000004
2,470.0,3.8620999999999963
3,473.0,3.613100000000002
0,473.0,-22.1137
0,473.0,-15.846100000000003
2,475.0,2.0943999999999994
1,476.0,-6.7944
0,476.0,-22.3926
0,476.0,-18.181800000000006
2,478.0,3.7304000000000004
1,479.0,-5.666299999999997
0,479.0,-19.357899999999994
1,480.0,-7.4314000000000044
3,483.0,13.9798
1,484.0,-7.643699999999999
1,485.0,-7.4517999999999995
0,485.0,-20.378299999999996
1,486.0,-10.4067
1,487.0,-8.577399999999999
0,487.0,-16.173599999999997
1,488.0,-6.529
1,489.0,-7.885299999999999
1,490.0,-10.0951
2,492.0,4.624200000000001
3,495.0,14.681299999999997
2,497.0,3.456600000000001
1,498.0,-9.573499999999994
3,501.0,12.945599999999999
1,502.0,-10.078
1,503.0,-9.341299999999999
0,503.0,-23.5583
0,503.0,-25.88350000000001
1,504.0,-8.4214
1,505.0,-15.495599999999994
3,508.0,10.0145
3,511.0,16.559
1,512.0,-7.975399999999999
2,514.0,4.873199999999998
2,516.0,4.268599999999998
1,517.0,-9.501800000000003
2,519.0,3.884900000000001
1,520.0,-5.6186
0,520.0,-21.169900000000005
0,520.0,-18.355099999999997
0,520.0,-18.7028
0,520.0,-15.6092
0,520.0,-16.6714
0,520.0,-15.482900000000003
0,520.0,-23.687999999999995
4,524.0,21.676299999999987
3,527.0,13.0024
1,528.0,-6.507199999999999
1,529.0,-11.085099999999999
1,530.0,-12.427399999999997
0,530.0,-20.525399999999998
2,532.0,-9.289400000000004
0,532.0,-15.628400000000001
0,532.0,-26.221799999999998
0,532.0,-24.31749999999999
2,534.0,-3.5622000000000016
1,535.0,-9.334200000000001
1,536.0,-13.106600000000002
1,537.0,-10.7153
4,541.0,26.378100000000007
1,542.0,-10.209100000000001
1,543.0,-5.299200000000004
3,546.0,11.796299999999999
2,548.0,0.6031000000000003
2,550.0,-1.3176999999999985
0,550.0,-18.540999999999993
1,551.0,-5.5399
0,551.0,-15.007700000000002
0,551.0,-16.783599999999996
4,555.0,23.626899999999996
2,557.0,4.182000000000003
1,558.0,-9.7155
2,560.0,3.0486999999999975
4,564.0,22.1631
1,565.0,-9.254100000000001
3,568.0,11.048800000000002
2,570.0,1.8443999999999972
1,571.0,-11.774800000000004
0,571.0,-16.701100000000004
0,571.0,-21.463500000000007
2,573.0,1.5275000000000025
1,574.0,-11.429900000000004
0,574.0,-22.4799
0,574.0,-20.888500000000008
0,574.0,-20.192200000000003
2,576.0,-0.6159000000000013
2,578.0,6.161500000000002
3,581.0,14.636600000000005
4,585.0,13.200399999999997
2,587.0,3.7853000000000026
2,589.0,5.382900000000002
2,591.0,0.9914000000000003
2,593.0,-0.023699999999997612
1,594.0,-8.429400000000001
0,594.0,-26.2828
2,596.0,4.225799999999999
5,601.0,25.803199999999993
2,603.0,0.4475000000000011
1,603.0,-4.506800000000002
4,607.0,13.777999999999993
1,608.0,-13.367700000000006
1,609.0,-11.167199999999998
3,612.0,14.074700000000002
