sparse reward per epoch,sparse cumulative reward,pseudo reward per epoch,epsilon
18,18.0,160.50880000000004,1.0
19,36.0,180.61069999999998,1.0
21,56.0,203.00119999999998,1.0
19,74.0,171.6808,1.0
22,96.0,212.95910000000003,1.0
19,114.0,171.2542,1.0
20,133.0,192.20929999999998,1.0
22,154.0,202.9465,1.0
21,174.0,192.07789999999997,1.0
20,193.0,181.9056,1.0
20,213.0,191.89480000000003,1.0
21,233.0,192.5156,1.0
21,253.0,202.75390000000004,1.0
23,275.0,223.5351,1.0
19,294.0,161.33809999999994,1.0
20,313.0,171.22170000000003,1.0
19,332.0,181.67180000000005,1.0
20,352.0,181.8169,1.0
21,372.0,203.0093,1.0
23,394.0,223.1854,1.0
20,413.0,171.01319999999996,1.0
20,433.0,192.4109,1.0
21,454.0,202.32999999999998,1.0
20,473.0,192.3482,1.0
22,494.0,213.22639999999998,1.0
18,512.0,159.85959999999997,1.0
17,529.0,160.9363,1.0
18,547.0,160.9626,1.0
19,565.0,171.647,1.0
19,583.0,161.16119999999998,1.0
20,602.0,191.98309999999998,1.0
20,621.0,192.23589999999996,1.0
19,639.0,181.7166,1.0
20,659.0,191.79680000000002,1.0
21,680.0,202.72600000000003,1.0
17,696.0,149.759,1.0
19,715.0,171.4709,1.0
20,735.0,191.8927,1.0
20,755.0,191.82150000000001,1.0
21,776.0,192.2309,1.0
20,796.0,192.1554,1.0
21,816.0,202.4232,1.0
21,837.0,202.6602,1.0
22,858.0,213.20939999999996,1.0
18,876.0,160.38580000000002,1.0
17,893.0,130.07729999999995,1.0
21,913.0,201.82349999999994,1.0
21,933.0,182.55820000000003,1.0
20,952.0,181.75779999999997,1.0
19,971.0,170.79989999999998,1.0
19,989.0,181.19300000000004,1.0
22,1010.0,213.23240000000004,1.0
21,1031.0,202.30970000000002,1.0
18,1049.0,170.9355,1.0
20,1069.0,192.34779999999998,1.0
21,1089.0,202.3531,1.0
21,1109.0,203.22509999999997,1.0
19,1127.0,171.5145,1.0
20,1146.0,192.09089999999998,1.0
21,1167.0,202.7812,1.0
22,1188.0,212.95080000000002,1.0
18,1206.0,170.79030000000003,1.0
20,1225.0,182.1138,1.0
19,1244.0,151.07070000000002,1.0
19,1263.0,181.8327,1.0
20,1282.0,191.89120000000005,1.0
20,1301.0,181.8874,1.0
19,1320.0,181.5794,1.0
21,1341.0,203.0418,1.0
21,1361.0,202.6943,1.0
22,1382.0,213.26490000000004,1.0
19,1401.0,181.87120000000002,1.0
19,1420.0,181.4467,1.0
17,1437.0,150.2849,1.0
23,1459.0,223.46080000000003,1.0
21,1479.0,202.29389999999998,1.0
23,1502.0,223.7292,1.0
20,1521.0,171.77910000000003,1.0
20,1541.0,191.84389999999996,1.0
17,1557.0,160.50110000000004,1.0
21,1577.0,172.1701,1.0
19,1596.0,182.05109999999993,1.0
19,1615.0,171.31409999999997,1.0
22,1636.0,202.4019,1.0
22,1658.0,213.12260000000003,1.0
19,1676.0,181.57879999999997,1.0
19,1694.0,181.38080000000005,1.0
22,1715.0,213.5137,1.0
21,1735.0,202.46810000000002,1.0
20,1754.0,181.39950000000005,1.0
20,1773.0,191.9968,1.0
22,1795.0,213.2743,1.0
23,1818.0,213.6613,1.0
20,1838.0,171.78099999999998,1.0
19,1856.0,181.141,1.0
18,1874.0,170.51550000000003,1.0
19,1893.0,171.60719999999998,1.0
18,1910.0,161.1703,1.0
20,1929.0,181.82529999999994,1.0
20,1949.0,191.92150000000004,1.0
20,1968.0,191.30220000000003,1.0
21,1988.0,192.6825,1.0
21,2008.0,202.30370000000002,1.0
19,2027.0,161.07570000000007,1.0
19,2046.0,182.0875,1.0
19,2065.0,171.07319999999996,1.0
20,2084.0,191.9276,1.0
20,2103.0,182.14279999999997,1.0
16,2119.0,149.3175,1.0
21,2139.0,191.9189,1.0
20,2159.0,181.63729999999995,1.0
20,2179.0,192.14919999999998,1.0
19,2197.0,171.29850000000002,1.0
18,2214.0,170.9322,1.0
21,2234.0,182.31680000000006,1.0
22,2256.0,213.07169999999996,1.0
20,2275.0,192.5475,1.0
19,2293.0,180.9802,1.0
19,2312.0,181.4163,1.0
20,2332.0,181.2998,1.0
21,2352.0,192.28440000000003,1.0
18,2369.0,170.90550000000002,1.0
18,2387.0,171.07260000000005,1.0
21,2407.0,192.3608,1.0
22,2429.0,213.10759999999996,1.0
21,2449.0,182.11580000000004,1.0
20,2468.0,191.98909999999995,1.0
25,2493.0,244.39489999999998,1.0
19,2512.0,181.46859999999998,1.0
20,2531.0,181.4112,1.0
17,2548.0,139.9671,1.0
20,2568.0,192.0626,1.0
21,2588.0,202.645,1.0
22,2610.0,213.40909999999997,1.0
19,2629.0,181.56519999999998,1.0
22,2651.0,213.1462,1.0
20,2671.0,192.2861,1.0
21,2691.0,202.23060000000004,1.0
25,2715.0,244.03830000000002,1.0
20,2735.0,191.6158,1.0
18,2752.0,150.85660000000001,1.0
19,2771.0,181.5727,1.0
22,2792.0,202.6723,1.0
22,2813.0,213.2238,1.0
20,2832.0,191.79989999999992,1.0
22,2854.0,213.1972,1.0
21,2875.0,192.4547,1.0
19,2894.0,182.0002,1.0
21,2914.0,191.99940000000004,1.0
16,2929.0,149.8112,1.0
18,2947.0,160.86450000000002,1.0
19,2965.0,181.55630000000002,1.0
21,2986.0,202.81799999999996,1.0
19,3005.0,181.25910000000002,1.0
19,3024.0,171.1479,1.0
21,3044.0,202.4328,1.0
20,3063.0,171.4176,1.0
18,3081.0,170.7772,1.0
21,3102.0,192.31889999999999,1.0
20,3121.0,192.00919999999996,1.0
21,3141.0,202.61520000000002,1.0
19,3159.0,181.96580000000003,1.0
19,3178.0,181.7487,1.0
19,3196.0,161.1508,1.0
22,3218.0,202.5358,1.0
20,3238.0,192.53570000000002,1.0
19,3257.0,181.23850000000004,1.0
21,3278.0,182.4168,1.0
21,3298.0,202.62009999999998,1.0
21,3318.0,202.36190000000005,1.0
17,3335.0,160.43079999999998,1.0
19,3353.0,171.31920000000005,1.0
19,3372.0,171.6834,1.0
18,3389.0,150.6511,1.0
19,3408.0,171.2733,1.0
17,3425.0,140.1304,1.0
20,3444.0,181.7215,1.0
21,3464.0,202.828,1.0
19,3482.0,181.4128,1.0
19,3501.0,181.1194,1.0
18,3519.0,150.64180000000002,1.0
19,3537.0,181.86729999999994,1.0
23,3560.0,213.36690000000004,1.0
16,3576.0,129.41510000000002,1.0
20,3596.0,181.20470000000006,1.0
21,3616.0,192.7205,1.0
19,3635.0,171.6293,1.0
19,3653.0,160.87949999999998,1.0
20,3672.0,171.75439999999998,1.0
17,3689.0,160.7893,1.0
19,3707.0,151.19400000000002,1.0
21,3727.0,203.1413,1.0
19,3745.0,181.95370000000003,1.0
23,3768.0,223.9806,1.0
20,3787.0,192.49349999999998,1.0
20,3807.0,192.0093,1.0
18,3824.0,160.7764,1.0
17,3841.0,150.1796,1.0
20,3861.0,182.09529999999998,1.0
21,3882.0,202.6751,1.0
20,3901.0,191.6711,1.0
19,3919.0,161.13650000000004,1.0
19,3938.0,160.82889999999998,1.0
18,3956.0,171.27880000000002,1.0
22,3978.0,212.8329,1.0
17,3994.0,150.11979999999997,1.0
20,4013.0,192.012,1.0
20,4033.0,192.7585,1.0
21,4053.0,192.24930000000003,1.0
19,4071.0,181.9209,1.0
19,4090.0,181.0798,1.0
19,4109.0,161.34820000000002,1.0
21,4130.0,202.8219,1.0
21,4151.0,203.34650000000002,1.0
19,4170.0,181.54200000000003,1.0
18,4188.0,171.2654,1.0
26,4213.0,254.80059999999997,1.0
19,4232.0,181.78210000000004,1.0
21,4252.0,202.74530000000004,1.0
19,4271.0,171.40279999999998,1.0
20,4290.0,191.8712,1.0
18,4308.0,169.8846,1.0
18,4326.0,160.6307,1.0
19,4345.0,181.84820000000005,1.0
19,4364.0,181.68429999999998,1.0
18,4382.0,171.2147,1.0
22,4403.0,202.52729999999997,1.0
19,4421.0,171.45989999999998,1.0
18,4439.0,161.2806,1.0
22,4461.0,212.82909999999998,1.0
20,4481.0,192.36700000000005,1.0
19,4500.0,181.98739999999998,1.0
19,4519.0,181.7914,1.0
18,4537.0,160.76700000000002,1.0
22,4558.0,203.294,1.0
20,4578.0,192.20560000000003,1.0
18,4596.0,160.99249999999998,1.0
22,4618.0,213.23710000000005,1.0
20,4637.0,192.17749999999998,1.0
20,4656.0,181.74089999999998,1.0
20,4675.0,171.7014,1.0
19,4693.0,181.15789999999998,1.0
20,4713.0,171.39730000000003,1.0
23,4735.0,223.3879,1.0
19,4754.0,161.54429999999996,1.0
18,4771.0,160.12210000000002,1.0
20,4791.0,182.0103,1.0
19,4810.0,181.37030000000004,1.0
21,4830.0,191.88070000000002,1.0
20,4849.0,192.1303,1.0
22,4870.0,203.09400000000002,1.0
21,4890.0,202.6409,1.0
19,4909.0,171.56599999999997,1.0
21,4929.0,202.7621,1.0
20,4949.0,192.12569999999997,1.0
18,4967.0,170.7585,1.0
18,4984.0,161.1554,1.0
20,5004.0,192.17119999999994,1.0
20,5023.0,171.48569999999998,1.0
19,5041.0,181.8181,1.0
21,5062.0,191.8528,1.0
21,5082.0,202.4752,1.0
20,5101.0,191.7644,1.0
17,5117.0,139.7957,1.0
19,5136.0,150.90130000000002,1.0
20,5156.0,192.37269999999998,1.0
20,5176.0,182.18909999999997,1.0
21,5196.0,202.56459999999998,1.0
21,5216.0,192.65159999999997,1.0
21,5236.0,182.36210000000003,1.0
18,5254.0,170.75960000000003,1.0
17,5271.0,160.8375,1.0
20,5291.0,181.59270000000004,1.0
19,5310.0,180.5754,1.0
20,5329.0,192.23080000000002,1.0
20,5348.0,181.74269999999996,1.0
22,5369.0,212.9969,1.0
21,5390.0,202.9477,1.0
20,5409.0,192.2581,1.0
20,5429.0,151.3413,1.0
24,5452.0,233.7371,1.0
20,5471.0,171.56610000000003,1.0
19,5490.0,181.58120000000002,1.0
18,5507.0,170.95649999999995,1.0
22,5528.0,212.44019999999998,1.0
18,5545.0,160.1028,1.0
20,5564.0,192.04169999999996,1.0
21,5585.0,202.38240000000002,1.0
19,5603.0,181.7237,1.0
21,5624.0,192.70230000000004,1.0
20,5643.0,192.23999999999998,1.0
21,5663.0,202.49199999999996,1.0
17,5680.0,139.95559999999998,1.0
19,5699.0,171.4596,1.0
18,5716.0,160.1518,1.0
21,5737.0,202.35930000000002,1.0
18,5755.0,160.3791,1.0
19,5774.0,182.02749999999997,1.0
19,5792.0,180.83710000000002,1.0
20,5812.0,192.1459,1.0
21,5832.0,202.49039999999997,1.0
20,5851.0,181.78530000000006,1.0
20,5871.0,192.4801,1.0
17,5888.0,140.19969999999998,1.0
22,5909.0,192.9857,1.0
18,5926.0,160.98299999999998,1.0
20,5945.0,192.23119999999997,1.0
21,5966.0,192.60900000000004,1.0
19,5985.0,181.7872,1.0
20,6005.0,191.6985,1.0
20,6024.0,182.01,1.0
21,6044.0,203.1729,1.0
19,6063.0,182.149,1.0
20,6082.0,191.7888,1.0
20,6101.0,192.5508,1.0
21,6121.0,161.43449999999999,1.0
19,6139.0,161.0123,1.0
20,6159.0,191.7871,1.0
20,6178.0,181.53040000000001,1.0
20,6198.0,191.78359999999995,1.0
20,6218.0,171.9904,1.0
18,6236.0,171.05440000000004,1.0
21,6257.0,202.3131,1.0
20,6276.0,161.51590000000002,1.0
18,6294.0,170.67280000000002,1.0
19,6312.0,161.24530000000001,1.0
21,6332.0,202.75569999999996,1.0
19,6350.0,171.5259,1.0
19,6369.0,181.10330000000002,1.0
19,6387.0,171.65139999999997,1.0
23,6409.0,203.1134,1.0
22,6430.0,202.92409999999998,1.0
17,6447.0,160.65800000000002,1.0
22,6468.0,203.0244,1.0
18,6486.0,171.74769999999998,1.0
20,6506.0,192.01839999999999,1.0
20,6526.0,181.70950000000005,1.0
20,6545.0,182.02589999999998,1.0
17,6562.0,160.59200000000004,1.0
19,6580.0,170.96579999999997,1.0
20,6599.0,192.02820000000003,1.0
18,6617.0,160.37540000000004,1.0
18,6635.0,170.45520000000002,1.0
25,6659.0,234.12610000000004,1.0
19,6678.0,181.5083,1.0
19,6696.0,170.95699999999997,1.0
