sparse reward per epoch,sparse cumulative reward,pseudo reward per epoch
22,21.0,185.8911
20,40.0,174.8678
22,62.0,196.47310000000002
22,84.0,186.32360000000006
25,109.0,218.86170000000004
26,135.0,249.44280000000003
21,156.0,186.15419999999997
21,176.0,165.249
25,201.0,239.22440000000003
21,222.0,196.35989999999998
20,242.0,185.73800000000006
21,262.0,196.00490000000002
24,286.0,227.65490000000003
20,305.0,185.4935
22,326.0,186.15720000000002
23,348.0,187.61400000000003
21,369.0,186.14199999999994
20,389.0,175.26340000000002
24,412.0,227.99780000000004
0,412.0,-26.824300000000008
0,412.0,-17.5245
1,413.0,-9.8893
0,413.0,-18.635400000000004
2,415.0,3.559499999999997
1,416.0,-5.9994000000000005
1,417.0,-3.7837000000000036
0,417.0,-20.336699999999997
3,420.0,2.8588000000000005
0,420.0,-20.246699999999993
1,421.0,-9.7947
1,422.0,-6.152599999999999
1,423.0,-9.4671
2,425.0,-2.4287
1,426.0,-12.914699999999998
2,428.0,2.8409000000000013
3,431.0,11.254400000000002
2,433.0,5.362200000000001
1,434.0,-9.3888
1,435.0,-6.250299999999998
2,437.0,-2.4445999999999994
0,437.0,-19.356399999999994
2,439.0,2.881000000000003
0,439.0,-20.243899999999996
1,440.0,-8.4428
2,442.0,1.6784999999999919
1,443.0,-9.4563
0,443.0,-26.317900000000005
2,445.0,3.798199999999999
1,446.0,-9.234000000000002
2,448.0,-11.160099999999996
0,448.0,-23.703599999999994
2,450.0,3.695899999999997
1,451.0,-6.005
3,454.0,9.8202
1,455.0,-12.128699999999998
2,457.0,1.6240000000000014
2,459.0,6.939500000000005
2,461.0,4.379299999999999
2,463.0,1.7853000000000008
2,465.0,-0.062199999999999256
1,466.0,-9.724400000000001
2,468.0,2.023499999999997
2,470.0,-1.1713000000000005
0,470.0,-20.638299999999997
0,470.0,-19.696000000000005
1,471.0,-15.6929
0,471.0,-20.518700000000003
3,474.0,12.512500000000001
2,476.0,2.244799999999998
1,477.0,-7.1281000000000025
0,477.0,-20.580000000000005
1,478.0,-4.424400000000002
0,478.0,-21.481600000000007
1,479.0,-12.092800000000006
1,480.0,-5.368499999999997
1,481.0,-3.8461000000000016
1,482.0,-6.638400000000001
0,482.0,-22.607399999999995
0,482.0,-21.46230000000001
0,482.0,-20.6226
3,485.0,13.797299999999995
0,485.0,-17.8116
1,486.0,-7.0307
1,487.0,-9.660499999999999
3,490.0,13.2485
3,492.0,14.988699999999996
2,494.0,-0.9225999999999972
2,496.0,-0.03030000000000116
1,497.0,-7.2185999999999995
1,498.0,-13.061
0,498.0,-21.005599999999994
1,499.0,-8.958199999999994
2,501.0,-2.998999999999997
1,502.0,-17.7167
0,502.0,-26.526299999999996
0,502.0,-23.23080000000001
0,502.0,-18.95199999999999
3,505.0,3.835299999999999
2,506.0,-3.1824999999999957
1,507.0,-8.922899999999998
1,508.0,-2.739899999999999
0,508.0,-16.357899999999997
0,508.0,-15.446899999999998
2,510.0,0.5221000000000048
2,512.0,5.641199999999997
2,514.0,4.604400000000001
3,517.0,-5.938399999999997
2,519.0,-7.962199999999999
3,522.0,16.327599999999997
1,523.0,-7.182099999999998
