sparse reward per epoch,sparse cumulative reward,pseudo reward per epoch,epsilon
16,15.0,122.61760000000001,1.0
20,35.0,196.1762,1.0
19,54.0,185.59450000000004,1.0
18,72.0,174.97970000000004,1.0
19,90.0,185.4285,1.0
18,108.0,154.3608,1.0
18,125.0,164.17620000000002,1.0
19,144.0,185.24099999999999,1.0
18,161.0,175.0298,1.0
18,178.0,174.7234,1.0
18,195.0,174.5291,1.0
17,212.0,123.21500000000002,1.0
17,228.0,153.65470000000002,1.0
18,245.0,174.6174,1.0
20,264.0,195.7251,1.0
17,280.0,154.4267,1.0
19,299.0,185.29710000000003,1.0
20,318.0,185.4834,1.0
16,334.0,154.2412,1.0
1,335.0,1.0191999999999992,0.999739037841342
2,337.0,12.680299999999999,0.9994691566141978
1,338.0,-2.385599999999999,0.9991993563392781
0,338.0,-10.201500000000001,0.9989296369923013
0,338.0,-11.292100000000001,0.9986599985489923
1,339.0,-0.4639000000000003,0.998390440985084
0,339.0,-10.1889,0.9981209642763159
0,339.0,-11.191099999999999,0.9978515683984351
0,339.0,-11.1079,0.9975822533271962
1,340.0,-0.04900000000000038,0.9973130190383606
2,342.0,9.920800000000003,0.9970438655076973
1,343.0,-0.569200000000001,0.9967747927109825
0,343.0,-9.998099999999999,0.9965058006239997
1,344.0,-1.0044000000000013,0.9962368892225396
0,344.0,-10.713999999999999,0.9959680584824001
3,347.0,21.037000000000003,0.9956993083793865
2,349.0,11.384400000000001,0.9954306388893112
1,350.0,1.1883000000000001,0.9951620499879941
0,350.0,-8.8274,0.9948935416512619
2,352.0,12.2832,0.9946251138549492
2,354.0,8.539699999999998,0.9943567665748974
1,355.0,-1.4398000000000004,0.994088499786955
0,355.0,-8.561200000000001,0.9938203134669783
0,355.0,-10.2346,0.9935522075908304
1,356.0,-0.5929999999999997,0.9932841821343819
1,357.0,2.3918000000000013,0.9930162370735103
1,358.0,-1.2553,0.9927483723841006
2,360.0,9.3368,0.9924805880420451
0,360.0,-13.6284,0.992212884023243
1,361.0,-0.08199999999999916,0.9919452603036013
1,362.0,2.3746999999999994,0.9916777168590334
1,363.0,-0.7559000000000013,0.9914102536654608
0,363.0,-7.990000000000002,0.9911428706988115
0,363.0,-8.8,0.9908755679350211
1,364.0,2.1096000000000004,0.9906083453500325
1,365.0,-0.6628000000000001,0.9903412029197957
1,366.0,-1.8687000000000005,0.9900741406202676
0,366.0,-9.820400000000001,0.9898071584274127
0,366.0,-10.4092,0.9895402563172029
1,367.0,-1.4010999999999993,0.9892734342656166
1,368.0,0.2527000000000001,0.98900669224864
0,368.0,-11.9993,0.9887400302422663
2,370.0,9.893499999999998,0.988473448222496
2,372.0,8.8554,0.9882069461653367
1,373.0,2.4650000000000007,0.987940524046803
1,374.0,-9.6823,0.9876741818429171
3,377.0,18.577399999999997,0.9874079195297081
4,381.0,32.1188,0.9871417370832125
0,381.0,-10.787700000000001,0.9868756344794739
1,381.0,0.38289999999999935,0.986609611694543
1,382.0,2.010600000000001,0.9863436687044778
1,383.0,-1.4703000000000015,0.9860778054853432
1,384.0,-0.2676000000000039,0.9858120220132118
3,387.0,20.185999999999996,0.985546318264163
2,388.0,9.4529,0.9852806942142834
2,390.0,9.964499999999996,0.9850151498396669
0,390.0,-10.519800000000002,0.9847496851164145
1,391.0,-1.8267999999999973,0.9844843000206343
0,391.0,-10.3783,0.9842189945284417
0,391.0,-8.814800000000002,0.9839537686159593
0,391.0,-10.2593,0.9836886222593165
2,393.0,11.455,0.9834235554346504
1,394.0,0.1737000000000007,0.983158568118105
1,395.0,0.03899999999999959,0.9828936602858311
3,398.0,20.693599999999996,0.9826288319139874
1,399.0,0.5191999999999993,0.9823640829787391
2,401.0,10.942199999999998,0.9820994134562588
1,402.0,-0.8907999999999991,0.9818348233227265
1,403.0,1.2160999999999984,0.9815703125543288
2,405.0,10.062199999999997,0.9813058811272598
0,405.0,-11.723899999999999,0.9810415290177206
2,407.0,10.754100000000001,0.9807772562019197
0,407.0,-8.454399999999998,0.9805130626560724
1,408.0,1.1300999999999997,0.9802489483564015
2,410.0,9.2428,0.9799849132791364
0,410.0,-11.950400000000002,0.9797209574005141
3,413.0,22.183100000000003,0.9794570806967786
4,417.0,30.894100000000005,0.979193283144181
0,417.0,-11.2666,0.9789295647189793
1,418.0,1.0200000000000002,0.9786659253974392
2,420.0,9.760200000000003,0.978402365155833
1,421.0,1.3221000000000003,0.9781388839704401
1,422.0,-1.124299999999999,0.9778754818175474
2,424.0,5.838399999999999,0.9776121586734486
0,424.0,-10.8699,0.9773489145144448
4,427.0,29.733,0.9770857493168438
2,429.0,9.586,0.976822663056961
3,432.0,21.9904,0.9765596557111184
2,434.0,11.5982,0.9762967272556452
2,436.0,11.7466,0.9760338776668782
0,436.0,-8.972,0.9757711069211608
0,436.0,-13.756400000000001,0.9755084149948436
0,436.0,-8.8078,0.9752458018642843
1,437.0,0.7928999999999999,0.9749832675058479
1,438.0,1.948100000000001,0.974720811895906
1,439.0,-1.2707000000000015,0.9744584350108377
0,439.0,-10.962,0.9741961368270293
0,439.0,-8.733700000000002,0.9739339173208738
4,443.0,31.416600000000017,0.9736717764687715
2,445.0,10.8673,0.9734097142471295
2,447.0,13.230999999999998,0.9731477306323625
0,447.0,-12.923799999999998,0.9728858256008918
0,447.0,-13.306799999999999,0.9726239991291459
1,448.0,0.9161999999999989,0.9723622511935607
0,448.0,-10.903400000000001,0.9721005817705786
0,448.0,-13.325199999999997,0.9718389908366494
0,448.0,-9.8745,0.9715774783682299
7,455.0,61.2771,0.9713160443417843
1,456.0,0.1887999999999988,0.9710546887337831
1,457.0,0.7191999999999988,0.9707934115207045
3,460.0,21.386800000000008,0.9705322126790334
0,460.0,-9.9767,0.9702710921852623
1,461.0,1.6411000000000002,0.9700100500158899
2,463.0,11.399699999999998,0.9697490861474226
1,464.0,-1.8138999999999996,0.9694882005563737
2,466.0,9.922699999999999,0.9692273932192634
3,468.0,21.1674,0.9689666641126191
1,469.0,0.9413000000000005,0.9687060132129751
0,469.0,-9.902099999999999,0.968445440496873
1,470.0,2.5429,0.968184945940861
1,471.0,-0.8692,0.9679245295214949
0,471.0,-10.4342,0.9676641912153369
0,471.0,-9.6878,0.9674039309989566
1,472.0,0.08379999999999965,0.9671437488489308
0,472.0,-11.254200000000003,0.966883644741843
1,473.0,0.4856000000000027,0.9666236186542838
3,476.0,20.782999999999994,0.9663636705628508
2,478.0,9.216399999999997,0.9661038004441487
0,478.0,-9.8453,0.9658440082747894
1,479.0,-1.7328,0.9655842940313912
0,479.0,-11.79,0.9653246576905803
1,480.0,0.5496000000000001,0.965065099228989
1,481.0,-0.8153999999999992,0.9648056186232573
3,484.0,21.7036,0.9645462158500318
3,487.0,20.924599999999998,0.9642868908859663
0,487.0,-11.922700000000004,0.9640276437077216
0,487.0,-10.129,0.9637684742919654
1,488.0,2.4182,0.9635093826153726
3,491.0,21.0319,0.9632503686546247
2,493.0,9.768,0.9629914323864105
1,494.0,-0.698499999999998,0.9627325737874259
5,499.0,40.604800000000004,0.9624737928343735
3,502.0,21.7467,0.962215089503963
