sparse reward per epoch,sparse cumulative reward,pseudo reward per epoch
28,28.0,144.8910000000001
23,50.0,117.10399999999993
27,77.0,154.6919
25,102.0,112.70089999999993
24,125.0,109.93879999999996
24,149.0,110.10749999999999
27,176.0,152.14709999999994
25,200.0,101.34259999999998
25,225.0,91.7813
24,249.0,117.51360000000003
26,275.0,203.39499999999992
27,302.0,143.71650000000002
26,328.0,200.82849999999996
27,355.0,143.00830000000002
27,382.0,174.28660000000002
25,407.0,131.46069999999997
28,435.0,164.2435
27,462.0,185.31700000000012
25,487.0,88.88790000000007
0,487.0,-60.29500000000003
0,487.0,-81.12209999999996
0,487.0,-59.54119999999998
0,487.0,-77.07090000000002
0,487.0,-59.173299999999976
0,487.0,-48.616599999999984
0,487.0,-93.09279999999997
1,488.0,-56.368700000000025
0,488.0,-95.66080000000002
0,488.0,-64.74839999999998
1,489.0,-54.64550000000003
0,489.0,-68.64219999999999
0,489.0,-49.30119999999999
0,489.0,-56.88910000000001
0,489.0,-88.7746
0,489.0,-55.81579999999999
0,489.0,-88.70759999999991
0,489.0,-58.10749999999997
0,489.0,-74.34269999999998
1,490.0,-35.60419999999999
0,490.0,-61.382600000000004
0,490.0,-87.78519999999992
0,490.0,-72.83769999999998
0,490.0,-64.9047
1,491.0,-45.13789999999997
0,491.0,-54.53909999999998
0,491.0,-50.45190000000004
0,491.0,-58.8706
0,491.0,-52.99859999999996
0,491.0,-46.81960000000001
1,492.0,-41.74750000000001
1,493.0,-54.86060000000001
0,493.0,-70.5592
0,493.0,-70.83340000000003
0,493.0,-45.86340000000003
2,495.0,-46.74979999999997
0,495.0,-80.9773
0,495.0,-71.76200000000004
2,497.0,-43.59619999999999
0,497.0,-83.57449999999997
1,498.0,-47.180699999999995
0,498.0,-49.072099999999985
0,498.0,-80.33910000000002
0,498.0,-55.803799999999995
0,498.0,-65.19890000000001
0,498.0,-67.1046
0,498.0,-72.29669999999999
2,500.0,-38.80579999999999
0,500.0,-74.53849999999997
1,501.0,-61.27320000000001
0,501.0,-67.92259999999997
0,501.0,-61.95730000000001
2,503.0,-54.30210000000003
0,503.0,-63.27289999999999
1,504.0,-53.66529999999998
1,505.0,-68.62809999999996
0,505.0,-44.767600000000016
0,505.0,-78.90739999999997
0,505.0,-58.569300000000005
1,506.0,-67.8291
0,506.0,-46.832900000000016
0,506.0,-85.17460000000004
0,506.0,-58.81689999999996
1,507.0,-62.508999999999965
0,507.0,-86.48169999999986
0,507.0,-57.33850000000003
0,507.0,-88.15280000000001
1,508.0,-72.51519999999996
0,508.0,-56.044500000000006
2,510.0,-60.78800000000002
0,510.0,-72.0506
0,510.0,-74.48649999999998
0,510.0,-82.52240000000002
0,510.0,-72.21130000000004
0,510.0,-73.85849999999999
2,512.0,-57.37820000000001
1,513.0,-52.93889999999999
0,513.0,-101.52239999999995
0,513.0,-64.8433
0,513.0,-75.1688
1,514.0,-52.99459999999998
0,514.0,-87.6769999999999
0,514.0,-58.21389999999995
0,514.0,-112.62030000000001
0,514.0,-95.02280000000002
0,514.0,-53.32199999999999
0,514.0,-43.484700000000046
0,514.0,-62.87109999999999
4,518.0,-29.41890000000001
0,518.0,-82.94089999999998
1,519.0,-36.03300000000004
1,520.0,-36.8392
2,522.0,-41.49880000000002
0,522.0,-59.746899999999975
0,522.0,-69.65859999999996
1,523.0,-42.9168
1,524.0,-58.2383
1,525.0,-48.83570000000001
1,526.0,-52.04639999999998
1,527.0,-47.685399999999994
0,527.0,-86.17510000000001
0,527.0,-56.9332
0,527.0,-73.30849999999997
0,527.0,-74.50439999999998
2,529.0,-57.799
0,529.0,-84.44960000000002
0,529.0,-53.63999999999998
0,529.0,-58.37349999999999
1,530.0,-67.0269
0,530.0,-59.436000000000014
0,530.0,-59.515899999999974
1,531.0,-56.80700000000003
2,533.0,-45.902599999999985
1,534.0,-49.95020000000003
1,535.0,-45.04050000000002
0,535.0,-91.17240000000001
