sparse reward per epoch,sparse cumulative reward,pseudo reward per epoch
18,18.0,154.6038
19,36.0,185.1626
19,54.0,185.4152
20,74.0,195.7763
19,92.0,185.58180000000004
19,110.0,185.4379
17,126.0,154.3222
16,142.0,154.28430000000003
20,162.0,195.4382
16,177.0,153.8045
17,194.0,164.5686
16,209.0,143.5771
17,225.0,154.09449999999998
19,243.0,174.9843
17,260.0,163.74459999999996
16,275.0,143.4088
18,292.0,174.62890000000002
19,310.0,175.0827
19,329.0,185.4698
2,331.0,11.390899999999998
1,332.0,1.285399999999999
0,332.0,-12.745199999999999
0,332.0,-10.0272
2,334.0,9.316099999999999
0,334.0,-10.798
0,334.0,-10.861500000000003
1,335.0,-1.9579999999999989
0,335.0,-12.713700000000003
1,336.0,0.8983999999999995
0,336.0,-12.455199999999998
1,337.0,0.4195999999999997
0,337.0,-12.830899999999996
0,337.0,-13.587800000000001
0,337.0,-12.0315
1,338.0,0.08209999999999779
0,338.0,-8.5648
2,340.0,7.834199999999997
0,340.0,-13.054700000000002
1,341.0,0.7742999999999998
1,342.0,0.10150000000000137
1,343.0,-0.09770000000000029
3,346.0,18.947499999999998
2,348.0,8.7164
2,350.0,10.711699999999999
1,351.0,0.3360000000000004
0,351.0,-9.483500000000001
1,352.0,-0.1812999999999999
0,352.0,-12.904399999999994
1,353.0,-0.5794
0,353.0,-8.7193
1,354.0,1.1910000000000005
2,356.0,8.3081
3,359.0,19.7279
3,362.0,19.152499999999993
0,362.0,-9.689
3,365.0,20.2659
1,366.0,-1.1325000000000007
0,366.0,-9.2745
3,369.0,22.5863
2,371.0,9.0435
2,373.0,11.736799999999999
3,376.0,21.733800000000002
2,378.0,9.1642
0,378.0,-12.0031
3,381.0,20.608399999999993
2,383.0,11.6158
0,383.0,-11.462799999999998
2,385.0,9.178799999999999
3,387.0,20.7497
3,390.0,22.8034
1,391.0,-0.8083000000000022
1,392.0,-0.6429
2,394.0,10.946299999999999
0,394.0,-11.322700000000001
0,394.0,-10.861800000000002
0,394.0,-10.233600000000001
1,395.0,-1.1868999999999987
2,397.0,9.324000000000002
1,398.0,-0.15210000000000135
2,400.0,9.8814
1,401.0,0.10529999999999898
1,402.0,-11.499399999999998
2,404.0,10.513699999999998
0,404.0,-13.318899999999998
4,408.0,31.104300000000002
1,409.0,-0.7192999999999997
2,411.0,12.412400000000002
2,413.0,10.3261
1,414.0,-2.433299999999999
